tweet;polaridade
Senate votes today in the first round the Senate PEC the Senate promises to vote today at the CCJ and in Plenary st round the reform of social securityWith an eye ;-0,02917
Politicians     trash of Brazilian societyVoting the Social Security Reform just after August Then the naughty politicians will want more money for them to vote  corrupt policy ladroes ;-0,02917
It affects Brazils economy because you have released  million to welcome VenezuelansIt is not seeming that Brazils economy is bad conclusion of social security reform to save the economy and small conversation;-0,02917
The cut besides small and provisionalIt is necessaryLeaving the pension reform the cut and suspendedBut manifestations conveniently ignore itAnd they are still against the reform of social securityUnfortunately they are mass of maneuver useful idiotsEven Globo uses them;0,02778
Wait until vazajato reaches its peakAnd eventually the stick in Guedes will resign due to the reform of the social securityHe and the pillar of the Government BolsaIf the bozo does not give up this year  sure that we will have a  in the negative;0,02708
He never lied even he spoke a lot about the reform of the social security  or the social security changes or soon breaks and no more receives retirement  ates people live up to  and in their early years now live up to   andMany q separated come back to work because the income does not give ;0,02706
A fucking president who really thinks of Brazil proposes a reform of the social security in which justice will be made to the most needy and at the same time will help to take Brazil out of the hole made by PT Congratulations my president jairbolsonaro Novaparvidencia;0,02667
You can only be slutty underestimating the intelligence of BraziliansSo blablalablaThey even punctuate things not done such as the reform of social security and others abandoned such as the Moro packageIf they put half of the commitment they are doing for nepotism ;-0,02667
You have to enter everyone nowSoon they leave the judicial for later and will be the shadow on the process of FlavioReform with absolute ceiling for everyone alreadyGuedes explains why military only enter the social security reform;0,02667
Congratulations to the government of jairbolsonaro finally the processing of the approved social security reform congratulations to everyone who supports the government and the but that the next reforms are more agieres and does not take almost year tax reform PCT Anti criminal administrative reform;0,02667
The interview of economist lauraabcarvalho at umbrasil was marked by themes such as the crisis  and slow recovering  economical inequality in the country and the reform of social securityThis charge of benett illustrates the conversationCheck out;0,02667
I bring this brief introduction to remember that before childish negationism we must sit the table and negotiate what is actually at stake the reform of social security and the future of BrazilThe government came with everything but at least it came in the right direction;-0,02585
Next we will discuss the pension reform with the SindourMobilization against this reform is taking over the country towards the general strike;0,02500
On the one hand the current government wants to make a reform of the forecast that tools with the salaried worker on the other side is the PT saying that they charge the debtors employed banks there I ask PT has ruled  years and did not charge the debt whypartovo joaoamoedonovo;0,02500
Retirement Media INSS Private Sector  Public Executive Server R   Military R   Judicial R   Public servant Legislative  Who and against the reform of the donkey or misguided;-0,02500
WHO AND AGAINST PREVENTION REFORM AND AGAINST BR AND IS NOT CAREFUL WITH FUTURE GENERATIONS;0,02500
Guys I know its a shit and such but did you have any hope that the pension reform wasnt going to passI never hadIf I had not passed there I would be very surprised;-0,02333
Bolsonaro Azpos deliver the gold in the renovation team tries to avoid dehydration of the new social security;0,02323
I went to several marchesAgainst the reform of social security  outside TemerBy educationJust this I think it reverberatedSincerelyIt looks more stage for leftist politiciansA effectiveness is missingThe cut and other movements look dead;0,02262
States and DF closed consensus on tax reformAll of themExcellent news simply by dissipating the crash of the braco we had in the reform of social securityThe proposal they support is not Guedess and that of Appy led by MaiaBall is with Congress;-0,02222
What to expect from a government that puts military and people who are unaware of the ministerial areas to which they are designatedThats rightArtists to discuss the reform of social security;-0,02222
Students are correct to question the arbitrary cut but mistaken in ignoring the deficit in the orcament being against the reform of social security finally and inconsistentSo I agree universities have to qualify the debate yes;-0,02222
Bolsonaro states that the military will be in a second part of the social security reformIn an interview with the news agency president says that ;-0,02222
Guys I think Globo realized that if she tries something against Bolsonaro will take a lot beating aheadToday Extra and Express newspapers stamp headlines about social security reformSend who has obey who has judgment;-0,02222
When it comes to receiving the laurels playing for the work of federal police but in the reform of social security he only remembered the military even though he knew that the risk of both compares;-0,02222
If it pasted Bolsonaro government and unbeatable in the art of deceivingFive months spent trying to deceive Brazil and the world that the social security reform was the solution of all country problemsThey couldnt now they are saying that it is only the beginning of the solution ;-0,02222
Before Reform of the security sent by the governmentLater Reform of Social Security after altered by the exterminators of the future center;-0,02222
The left wants so much the reform that now plays to increase the spending on military reform and destroy social security reformThis nano moura is a donkey;0,02222
NewsReport of a Brazilian who lives in Chile about the social security system that Bolsonaro wants to implement in BrazilShocking donates retirees receive less than a thousand reaisSetheths Bolsonaro Chile ReformAprevidencia INSSS;0,02222
Bozo attacks parliamentarians against social security reformCould only be against the reform of social security when he was not in the government;0,02222
Reform of social security understand why the reform of social security is necessary and urgentDismissable lecturedavialcolumbre rodrigomaia mineconomics biakicis carlazambelli carlapola carlavilhenaa thaisheredia denisectoledo monicawaldvogel;0,02222
Jose Cechin in our Webinar on Social Security Reform Reform and robust and if implemented had represented a factor of social security balance in the next decades see in;0,02222
Are you in favor of the destruction of social securityFor present your arguments and make the counterpointThe proposal for reform of the social security presented by the government of Jair Bolsonaro PSL aims to delay and make access to the benefit unfeasible ;0,02222
I believe in the social security reform to remedy public accountsThus I find a parliamentary to vote against her and in favor of a government that doesnt care to combat social inequality tabatatradora;0,02222
Pick kit now is not just the renovation of social security now has changed albumFiscal Reform so wrapping the populationAnalysts said social security reform labor reform will boost the economicNow only market will solve the problem of BrazilGnewsemponto;0,02222
Former Minister of Social Security of the Dilma Government Carlos Eduardo Gabas is concerned about the reform of social security and stresses that there are alternatives to raise money resistancedias;0,02222
Rodrigomaia Enjoy the Reform of Social Security and the Moro Security Package and themselves to call yoursHe will be a heroOtherwise it will be as failed as the Bolsonaro government and all usThere will be no country to celebrate;-0,02222
I read this article not a good one for the momentCalmAfter the social security reform will improve a lotLets keep supporting the presidentSenadoAprovereforma;-0,02222
Beast Complaint of the Social Security Reform  Dying working  It seems that we will have a job to work so much after the labor reform;-0,02222
Being a teacher of philosophy emphasizing the prominent role of women in politics fostering my students interest in protagonism and seeing their disappointment with the references they chooseWow tabataamaralp support the reform of social security no rightHurt a lot;-0,02222
The negotiation of the social security reform from the elaboration of the proposal in the Executive and a lobby exercise to the open heaven to maintain iniquityThe cost will fall on the poorest which will pay the most expensive and more time and receive lessIn Congress it will be even worse;0,02222
Tax reform is also urgent it is very charged for little return but it can not charge little with the breakthrough of social security if the tax happens before the social security will start to break faster break;-0,02167
Im not on Onyx but I liked three especially regulating homeschooling port and airport privatization and fighting violent crimeSocial Security reform will still give a lot of discussionI think we are on the right track;0,02143
The perception that the Reform of Previdencia Avanca without major setbacks associated with a relatively quiet international environment enabled a day of gains from the Bovespa Index on Thursdaystock Exchange;0,02083
Again perhaps economics knows that at first the reform of social security will shrink the states resources for a few years to start to take effectAnd she alone does not miracles needs a set of public hosts and policies to work;0,02083
The approved social security reform had made it almost impossible for someone to retire with the social security ceilingFor the beneficiary had to receive salary amount higher than the ceiling of R   from the first salary in a formal contract and continues for  years;-0,02000
Support reform of social security and something necessary along with the tax reform but the poor one who has to pay the bill to keep military public staff and judicial with full retirement;-0,01944
My only problem with the reform of social security and that it moves in the BPC why take money from whom is miserableThere are families that  reais less means to be without eatingIn addition if you read PEC the government classifies as rich the person who earns on average  ;0,01833
Im not sure but the pension reform needs to go through the STF too if there is war between executive and STF right now it was already;0,01786
Well  and not only to buy the pension reform but also to buy senators in amendments to ensure the position of the little boys ambassador  and the new policyHahahahahaha sqn;-0,01705
GOD IS FAIRHe knows how much Brazil suffered in these previous gestationsWe will winSocial Security Reform;0,01667
  Parallel PEC of Social Security Reform was approved in the first round of the SenateThe voting of the highlights and the PEC in the second round will be for the next Tuesday;-0,01667
According to the social security reform only workers who receive  minimum salary may receive the PISIn the current law the value is intended for people who receive up to  minimal salaryCongratulations to the ignorant who voted in the myth;-0,01667
ZedeAbrensid PresidentDoBrasil He only wants us to divert the subject about Laranjal and Reform of Social Security;0,01667
Look Bolsonaro giving an interview to BloombergIf they ask the question about the military inclusion in the social security reformHe gave a scorching  part but the intention and clear for the justifications not to include the military;-0,01667
EPTV congratulations for impartialityShowing the protest against social security reform but showed nothing about last Sundays manifestations against the STF and in favor of Lava JatoEPTV Pulled from GloboGarbage mediaGloboesgotodatv;0,01667
I also support the reform of social security for the future of our childrenEuapionovaparvidencia;0,01667
I will only get out of madness when the social security reform is approved;0,01667
The real political page entered the campaign along with Vem to Rua Brasil we will precede our deputies for the approval of the social security reformEnter your knife ;0,01667
For the approval of the social security reform crucial to the fiscal balance;0,01667
According to Ibope survey conducted from April  to   of respondents already agree that it is necessary to make a reform of the social securityBraprevitude novaparvidencia;0,01667
Day  We will defendDefense of the anthrime package of minSergio Moro Coaf in the Ministry of Justice and Public SecurityDefense of the Social Security Reform and against the CenterBolsonaronosso President;0,01667
I spoke in sea when I posted Alcolumbre and Maia agreed to approve the reform of social security only in certainty that until there Bolsonaro would be wiped from the presidency and the buried Jet Lava with the demoralization of Minister Sergio Moro with the support of PT PSOL B PC and Network;0,01667
The reform of social security was and is something necessary if not the country breaks then what to say of a person who says against the reform one government or another would have to do but how and the Bolsonaro government is mimimi;0,01667
Approving Social Security Reform Anti Corruption Project and Tax Reform we will have  years of uninterrupted growth in the countryReformAprevidenciaSim;0,01667
Have a brief recoveryWe count on you to help in the reform of social security;0,01667
They are ignorant uninformed or those of the fea disagree with the reform of social securityA big step is being taken to leave the crisis in BrazilLets go aheadReformAprevidenciaSim;0,01667
Only one word Lets approve the reform of social security;0,01667
The manifestation and against the congress agenda that is not showing interest in the guidelines that will do the country well such as the reform of social security and the Moros anti crime package;0,01667
Left was already reform of social security yes change yes nothing will take me out of the focus;0,01667
In sex I am totally against the renovation of social security kkkkkkkkkkk yes;0,01667
Friend I made a thread yesterday about the reform of social security later you see because I was  liberalzao even until Filipe would;0,01667
What can the employer do about social security reformANYTHINGHe follows the determined by law  This is not claim to strikeTopics such as working hours can be negotiated with the employer provided that it does not go beyond the one determined by law;0,01667
If they spoke it was not the government what the government said was that the reform of social security was necessary but not sufficient to the governments accounts the break and the fiscal imbalance promoted by Dilma was not even reduced in pregnancy fear;0,01667
Wanting the MP with open vote renovation of the social security of Paulo Guedes Anti Crime Pack and Lava Toga and go against Congress ;0,01667
Approves the reform of the social security inflates the public machine and privatizes everything else does not matter;0,01667
PEDROPAULO WILL NOT BE A Rapporteur for Social Security Reform We do not need deputies who want to disturb the approval of the same and rodrigomaia does not;0,01667
Lets go BrazilWrite to the undecided deputies The reform of social security is necessary for Brazil to resume growth Brasilexigereformaccj;0,01667
To spread lies about the reform of social security is left money;0,01667
So dear what Brazil would you want that Bolsonaro is not doingOne he is not ruling alone there are his ministers Congress and the Judicial  And he is in the face that for the country to leave this hole only with the reform of social security ;0,01667
A warning to the delay and decay guardiansThe population sees the reform of social security as an urgent and necessary measure;0,01667
This is the digit of someone who thinks in Brazil hood others only think of an election campaignLets keep our focus on social security reformIt will be the one who brings the stability we needSenadoAprovereforma;0,01667
Part of the left is making the mistake of being against any reform of the social securityAnd remembering that the PT made one in the Lula administration and would do another now if he had won the election;0,01667
Viniciuspoit kimpkat All attention and articulation today focused on the proper referral of the social security reform to be approved at the CCJ;0,01667
I am totally in favor of the reform of social security I know it will help to take Brazil out of the bottom of the Poco in which the PT and its facction put us;0,01667
rodrigomorenobr Rodrigo what we are seeing on the streets and a people with no clarification of what is happeningNo one knows what is the reform of preventionWhy does the government not disclose this to the people who do not access social networks and only watch TV;0,01667
Shame Voting against social security reform beyond being an affront to their voters and cowardly because they all deposited in the lady the hope of changesI see a senator without opinion and that votes according to political interests;0,01667
Mr Deputy rodrigaogost the reform of social security is necessary and we need your supportVotesimdeputed novaparvidencia;0,01667
The reform of social security and one of the innumeraous battles we need to fight to fix the damage that the left has made in our country with the conniving of a physiological chamber and SenateVotesimmimpelareforma;0,01667
Damn itEach day that passes in these debates of the social security reform appears an alienated and disqualified to ask Minister Paulo GuedesThis looks like the left of the leftWho voted for her should feel the maximum because they are so debiloid as she;0,01667
With the country the way we are walking we dont have to worry about the reform of social securityWe will not last up to  years;0,01667
We urgently need the reform of social security because only with it Brazil begins to walk;0,01667
We will have to endure the left on the streets against the reform of social security on the th minister  will this reform come outThe goal and overthrow the president ;0,01667
This one goes to you Bahia Petralha that is shouting with the reform of the social securityPass shame with your governor drives and then seals in  in the next election;0,01667
Government has to campaign well done by the social security reformThe people who only know how to tell lies and deceive the people are already doing his;0,01667
Against the reform of social security and against the anticrime package the left and against Brazil;0,01667
They could make a what to do if the previdencia is not approved so that give some suggestions for which parents change or how and where to invest for a private social security etc etc;0,01667
The reform of social security is essential to the country if there is no Venezuela but it is no use solving the problem of social security and not moving the stability of public functionalism;0,01667
It should be on the side of the social security reform this olavist fight only weakens the articulation;0,01667
Federal Government workYou guys did not resume any fuckingWhat do you have to do and accelerate the approval of social security reform and stop spending on the corporate card;0,01667
Perhaps the same miracle that happened with the reform of social security does not happen with the ante crime package either and soon approve everything before recess;0,01667
Gleisi was elected with money diverted from retirees by her husband indicate spreadsheets and has in the face of a stick to say that and against the reform of social security to protect the poorShe spoke of crime and lie to the left and expertBrasilbolsomoro;0,01667
The commission that will discuss the reform of social security in the chamber of the deputies was installed on the last th The National Federation of Federal Police Fenapef and the union of Brazilian police UPB now ;0,01667
Sidnei Nehme Mismatches and Political Tensions affect humor around the reform of social security;0,01667
They are a bunch of bitch childrenThe Bolsonaro himself positioned himself against the refusal of the social security last year  alias never voted  measure to economicOnyx tb never wanted to vote for Temers renovationNow you want support  youll have to negotiate the anti crime package with the chubby;0,01667
PART  Social Security Reform and a question of choice not necessary  via youtube;0,01667
FimDosPrivilegios The central question of the reform and combat privileges and prevention as a factor of income concentrationRead Myths and Truths on the Reform of Social Security Charter of Formulation elaborated by marcuspestanaHere;0,01667
I Just Saw Guilherme Boulos Social Security Reform the future is at stake  Click to See Also;0,01667
Social Security ReformRapporteur gave in to the lobby of public servants says Paulo Guedes;0,01667
Social Security Reform was finally approved MINISINAGUES;0,01667
Understand why servers can be left out of the social security reform in the column of Romulo Saraiva this Thursday;0,01667
In the state of Sao Paulo the publicly published publics have already started  Since the end of January  in the city of Sao Paulo some municipalities are paralyzed in protest the reform of the social security that was approved passing the aliquot to ;0,01667
Camara had excluded BPC and rural workers from the social security reform;0,01667
Creating privileged categories it was a shameThe agreed was a reform of social security for everyone and not that the account was sent again to the peopleExpect what to do this Congress Only a revenge against the people who dared to go to the streetsCongress does not represent me;0,01667
After all the reform of social security is necessary or not by ProfDrANDRE LUIZ MEDEIROS ProfDrMOISES DINIZ VASSALLO ProfDrVictor Eduardo de Mello Valerio ConexaoTajuba ConexaoThejuba EducationFinanceira grupodenarius;0,01667
This rodrigomaia is so face that approved the reform of social security in the molds of Paulo Guedes he left hundreds of items to discuss laterAnd these highlights are piercing everything that has already been approved by PlenaryIve never seen it;0,01667
Of course public money needs to be used for parliamentary amendments and thus get the number of vows sufficient for social security reform;0,01667
BrunobianCoColeal Previdencia has no deficit on the contrary it has creditIf money is lacking in the systems coffers and because of the corruption and not the retired secretary of social security uses sudden fame to talk about reform via uoleconomics uol;0,01667
jairbolsonaro and social security reform now reform of armed forces and political reform will also have;0,01667
CNBB says that proposal for the reform of social security sacrifice the poorest women and rural workers;0,01667
These are different questionsYou talk about the reform of social security and we talked about jabuti of abuse of power;0,01667
Promulgation of Social Security Reform is for the next week ;0,01667
Meeting with councilors and former mayor Mateus Censi in Uniueo da SerraWe discussed the impact of social security reform on farmers and the economy of the municipality;0,01667
Senator Paulo Guedes is not above the tax reform the CPI of the social security and investigation of thinking funds as prioritiesThe Federal Senate and the voice of the Brazilian people;0,01667
They understood why the left does not accept social security reform;0,01667
Dilma impeachment will generate jobs labor reform will generate jobs Bolsonaro election will generate jobs social security reform will generate jobs  Im starting to think unemployment and ;0,01667
I followed the tips of Fumsabando e Mostro at revistaepoca that the Merchandising of the Social Security Reform on the Mouse Program in SBT cost R   thousand to the public coffers;0,01667
Next week we will have a renovation of the approved social security says Paulo Guedes on Expert XP  Minister Paulo Guedes said with security that the social security reform will be voted next weekThe material didnt even arrive in PlenaryDid you have a negotiation;0,01667
We were this afternoon with the senatorWe deal with the debates related to the reform of social security ;0,01667
And rigor he only needs the reform of social security which has already occurred;0,01667
EXTRA EDITION FABIO TRAD explains its position on the reform of social security;0,01667
The political result of social security reform is measured by a function of two variables;0,01667
The week will have a  Brexit outcome a decay of the basic interest rate in China and the eurozone news of the USA X China Trade War the voting of Senate Social Security Reform and Imbroglio involving PR Jair Bolsonaro XPSLA cardio for all tastes ;0,01667
Rio marcelofreixo and Union Centrals reunite with society at the headquarters of the Rio de Janeiro Private Teachers Union to discuss solutions to face the social security reform;0,01667
We are once again on the streets of downtown SP to distribute to the workers our last edition of Folhabanaria which brings information about the reform of social security and the risks to our retirement;0,01667
Monitor the progress of the social security reform and a case of public health anyone who follows this is developing cardiovascular disease;0,01667
Social Security Reform cannot be contaminated by political dispute says David ReformAdaprevidencia;0,01667
When Guedes says it will detach public spending if the social security reform does not pass he is saying that spending on health and education will no longer be obligatory;0,01667
Deputy will you open Pixules hand that Bolsonaro will give you to approve the social security reformThat would be conservative;0,01667
Remembering that such an economy of social security reform has not reached  trail;0,01667
Offering positions in the second scale Bolsonaro from the beginning to Vale Tudo for the reform of social security Forum Magazine;0,01667
Bolsonaro admits that capitalization can be left out of the social security reformvia googlews;0,01667
Social Security Reform  Public Defenders make melee in Brasilia against the proposal;0,01667
 BDM On Line In an exclusive interview with Broadcast Minister Paulo Guedes reported that government mapping indicates that  deputies have already publicly declared support for social security reform and another  already indicated to the Plateau that he had to vote for;0,01667
Renildo Calheiros calls perversity the reform of social security  red portal;0,01667
Reform of social security will result in a genocide of the close generations Think there that will be the next generation  will be the children of the pocket  because and not ne ;0,01667
OAB officially positions herself against the reform of social security she finally gave the air of Graca;0,01667
After the social security reform what would be the next step of the widespread destruction;0,01667
Today you do not give the minimum for the reform of social security you will only understand when you retire if you do not die thereedited;0,01667
The supermarket owner also and interviewed and reinforces the statementNo source contradicts the reform of social security and heardIn the report there is only the discourse of the employerThere is no counterpoint there are no questions there are no debates of ideas;0,01667
Depluizcarlos saw that the Lord is an undecided in relation to the reform of social securityI am following and I hope the Lord decides in favor of the people and against the bankersThe people are eyeing;0,01667
This reform of social security and ridicule as presented will tarnish only the poorest of this country;0,01667
RT fabioofelixdf o psol has always starred in the defense of social security rightsHe was born from combat when in  the deputies had the courage to vote against the proposal that removed rights from public servantsSocial Security Reform;0,01667
Those who are criticizing the protest are the same beasts that support the reform of social security;0,01667
Every time I read something about the reform of social security beats me immense sadness;0,01667
Bolsonaro is already garbage but this to pay for program host to speak well of the reform of open TV social security and too lowBolsonaroenvergonhabrasil;0,01667
Not forgetting the massacre in the prison and nothingdoing of Moro and that tomorrow will have manifestation And also the revelation that the deputies will have extra income by  to approve the reform of social securityin operation at the moment;0,01667
The reform of social security is not a reason to celebrate but I wanted to see if this reform were in the PT government how would the petistas reactIt was necessary to renovate the prediction that everyone knew now was it fairDo not;0,01667
Social security reform brings a veiled hatred for women and teachersMachismo and ideologism acting with wickedness;0,01667
We will be togetherMay the left stop mimimi roll up the sleeves and lets workLulalivre lavajatoroubaobrasil is not the reform of social security;0,01667
The labor reform impoverished the population and the so called social security reform goes along the same wayImpoverished as has happened it does not consumeWithout consumption there is no growthWithout growth there is no jobNeoliberal ideologues cannot understand this;0,01667
 days left the countdown to the fight for our retirement is firmJoin us and thousands of educators who will stop against the social security reform on Wednesday  at am in the Museum of the RepublicParticipe greenational;0,01667
Under Risk Government plans to approve administrative reform soon after the pecler of the social security PECMeasures represent disassembly of public service with prejudice to workers;0,01667
PUBLIC SERVER CONNECTION Against the Reform of Social Security  Manifestation in ;0,01667
The reform of social security is essential for GloboNAOREFROPERVIDENCE;0,01667
Lets create a hashtag against social security reform and pump on the net;0,01667
Extend the tribute and BarretoReform of the social security that annihilated the future of millions of people;0,01667
Well at the end the cost of blackmail to pass the social security reform was low;0,01667
Gabriel to make sense of a reform of social security has to face the privileges who earns a lot such as politicians judges promoters militaryNow this renovation there and to reduce the value of those who receive the minimumIt makes no sense at all;0,01667
Will the social security reform release the resources of the union equal to labor reform generating jobs;0,01667
The reform of social security is necessary but not this not in this wayBeing against this reform is not against reforming the preventionI am totally against this reform and I am not against the reform of social security;0,01667
Thousands are concentrated in Campo Grande in Salvador to the political act of strikeralJ against the proposal for the reform of social security if BolsonaroNaoAcapitalization GREPELOBRASIL;0,01667
The people defending the reform of social security  what is the problem of this guysPQP I feel in the middle of a bunch of tapir;0,01667
Im not arguing Im saying what I said and I confirmJairbolsonaro is not fulfilling the word and is removing the guarantees about the private forecast fundsThe reform for the company of the Guedes of Previdencia and Non Social Security Reform for Brazilians;0,01667
The female bench of the federal chamber will not accept the social security of the way it is being presentedWe are together for a fairer renovation for women;0,01667
How will Guedes take money out of the economy with the reform of social security to put in education and health if they have frozen their expense in education and public health for  yearsAsSomeone answers me theretvcamara reformaparvidencia previdencia globonews;0,01667
And the social security reform will only aggravate this picture;0,01667
I am against strictly against viscerally and technically against the proposal for the reform of social security ;0,01667
I dropped out of Mao the social security reform from the moment states and municipalities were taken from the proposalThe gambiarra that remains after the final approval will be profit;0,01667
Social Security ReformEveryone has to pay the bill and not only the wage earner;0,01667
Opposition shows strength by barring cross points of the social security reform;0,01667
I was at Praca Leonel Brizola to declare support for the stoppage of municipal servants against the proposal for the reform of the social security and the government attacks on workers and the public serviceTHE;0,01667
For the younger ones discouragement With the reform of social security the minimum retirement age can change every yearReformation;0,01667
Privatizations and sale of land and building  Walking Reform of Social Security  Keying I think his technique of kicks and big number that would solve all problems;0,01667
In social security reform Brazil may choose between European or Chilean model grevegeral strikeralJ;0,01667
For the economy he deposited everything in the reform of social security and almost put everything to lose not respecting the legislature there is no systematic plan to deal with unemploymentThere is no plan to generate sustainable growth only exploratory;0,01667
Bozos social security reform will make me retire when it is already in Paraiso after all to endure this government are only holy;0,01667
Understand why social security reform suffers so many delays to approveOur representatives do not think about the future of the country and BraziliansThey think of themselves and delay the decisions for fear of Jair Bolsonaros reelectionPrevidenciaoumorte;-0,01667
The index of crime has decreased great drug apprehension in the country reform of social security  now and difficult for someone you who defends corruption to understand ;-0,01667
We are following and recordingIt will be a party on YouTube todayOpposition deputies The reform of social security seems to be spoiled childrenEach meaningless interventionIt looks like a tantrum andIt will be fantastic to use the words without a notion as memesPoor BrazilAnd to cry;-0,01667
Unemployment climbed dollar rose ministry of education looks like the house of mother Joana reform of the social security that contained giving advantages to military and you come with this fucking fucking your delayed;-0,01667
Social Security Reform  Bolsonaro said he will not articulate  Guedes said he will not articulate  Maia said she will not articulate  Alcolumbre only complained that the governors do not involve the priority of the government in the speechIn practice a roll that no one wants to hold;-0,01667
Currently in Brasilia there is only talk of reform of the forecast that apparently approved the people of the field will eat the bread that the devil did not even want to knead with the tailAs if the natural disasters that end up with the bread of corn from small farmers were not enough;-0,01667
When it was spoken during the debates of the Social Security reform that the people would be the most harmed everyone said it was a PT thing now the proof is only the one who really fucked themselvesThe people will be sacrificed to maintain privileges;-0,01667
Senate approves the reform of the pension in the first roundWe will continue to press to leave the second round soon SenadoAprovePrevidencia;0,01667
Respecting a bastard liar and vagabond retired at  said it was against the reform of social security and now comes with the reform of social security and says love for corrupt politicians if its kidding I will respect look there eibolsonarovaitomarnoca no;0,01667
I think we need a political reform and not a new social security reform to kill the old men neGood Morning;0,01629
I got very fast on Facebook reactivating and nothing new the old gang posting on PSOL PT and PC of B against the reform of social securityFor these people the worse the betterSo they come back as a solution in  I obviously deleted my account next;0,01621
The proposal for reform of the security of BolsonaroPaulo Guedes is the worst for those who live at workBut it is great for who is banker and public debt creditorLots of fight ahead;-0,01591
Congratulations Rodrigo for your commitment and performance in the first round approval of the Social Security Reform Brazil thanks youWe hope to repeat in the second round;0,01389
In addition frying publicly frying is not ethical and correctThese questions are resolved internally so it only generates wearAnd like a couple who keep fighting in public everyone is entitled to give their opinion and get inThe government needs to focus on the reform of social security;-0,01333
Politics class for you the reform of social security is not approved Brazil sinks in debt and does not grow in the next  yearsIn  years a left party assumes and presents the same proposal and this and well regarded because we know that and so Brazil grows and they perpetuate;-0,01333
Part of the center wants to leave the second round of the social security reform voting in Camara for bet in a strategy to press the government to release positions and pay amendments;-0,01333
Change Brazil really changeOn May  there is manifestations throughout Brazil with clear and objective guidelines MP nominal vote social security reform anti criminal package and Lava TogaBolsonaroSpress President BolSarTeMrazao Refacrevidence Bolsonaro;-0,01333
Via RevistaAutism RT Andreawerner Not one less rightThe text of the social security reform had left autistic andor with mild and moderate mental disabilities outside the death of parentsThis and what expressly says Article  ;-0,01250
This video puts in numbers and words all that is criticized in relation to the reform of social securityIf you find the renovation good you should see if you find it bad you cant lose;0,01111
Who pays will never retireIf the social security reform is good for Bra  Il and bad for the people ;0,01111
And according to Guedes the guilt and not approval of the social security reformBut deep down deep down they really like and say that the guilt and the red stars;-0,01111
Impact of discharge from Brazil because of BrazilThe non approval yet the reform of the social security so expected by the marketThen I have to studyThats why Vigio my children on social networksA shitty video making video on YouTubeHahahaha;-0,01111
Gleisi tries to wage the CCJs Session on the Social Security Reform by questioning the precedent to prevent requests for a view before reading the opinionThe president of the CCJ responds that the precedent and precisely of a social security reform made by Lula;-0,01111
Help in the Social Security Reform campaignAnd simple with a click you can send emails to press all deputiesThere are only  people to reach  emails sentI did my part and I need youPressoSdepted;0,01111
Only for enrichment of the constructive debate whenever someone contrary to the reform of social security use as an example of how the rights and low austerity do not harm the citizen show this link to it;0,01111
Below is the privileges of politicians and public servantsEnter states and municipalities in the social security reformCould it beVlwSENAO OPEN BOY APPEARS THERE  ReformAdeumTrilhao;0,01111
No parliamentarian will strive to defend an unpopular proposal such as the reform of social security even if necessaryNor the president of the RepublicShe takes votesIn addition the lobby of public officials in Congress and bigThey are against the reform;0,01111
And the later the social security reform votes the later people will have to retire;0,01111
They are not privileged to anyone in the reform of the social security nor name an ambassador relativeIt will be the last breath of your in this case only mandate;0,01111
The reform of social security and a necessity of stateBreak with the discussion between left and rightAnyone from the government or not should call the people to the debateHowever Vera who is bitch for the fear stuck says Left populismVa Patar Coquinho Vera;0,01111
It is no use the presidents party to put Bott to defend the reform of social security on Twitter if the president and team himself are not in the leader for the approvalCade Meeting with benches parties governorsYou cant leave only on the back of MaiaGuedes;0,01111
I believe it is time to become pagAbout  Bom Documentary Record of View on YouTubeBut  now and time to work in favor of the reform and bolsonarosp has the obligation to defend the proposal of Govin the cameraIf you dont spend the social security red years;0,01111
FirstIn Lula governments he was from the allied baseSecond are you simply ignoring the massive release of amendments for the reform of social securityDo whatI have nothing to discuss with this person;0,01111
It is the final strawI want to see if the social security reform does not come out later this done and President Bolsonaro decrees Article  followed by AI as is the face of Nhonho;0,01111
Free Channel  Anti criminal package and social security reform  Part ;0,01111
Noar  Total Interview  Almir Reis a lawyer specializing in social security law talks about the possible proposals for reform of the Bolsonaro governments security;0,01111
Rapporteur of the Social Security Reform Acting Amendment that benefits federal state and municipal public servants corporatism they legislating to and themV e r g o n h a via uoleconomomy uol;0,01111
The report of the proposal for social security reform provides increased minimum contribution time for men from  to  yearsThe proposal and only for urban workerThe contribution time for women remains in  years in the opinion of the rapporteur Deputy Samuel Mor;0,01111
Objective of social security reform and benefit only companies says BresserPereira;0,01111
The social security reform project had established if it passes that men and women only need to contribute for  years but they can only retire from  man and  woman;0,01111
You discussing social security reform as if the country would last another  years without entering instant combus;0,01111
There is only a reform of the possible social security reduce earnings over  reaisSo did Gretia Portugal and Spain;0,01111
This reform of social security is necessary  now is necessary for the people or need to make cashAnd the conversation with an economist graduated in Harvard;0,01111
The trail that Bozonaro intends to save money on social security reform   bilhoes turn to those who earn up to   Bilhoes turn from the invalids  bilhoes turn from rural workers  BILHOES TURN OF PUBLIC SERVERSSource IFI  Federal Senate;0,01111
Man I disagree a littleI already researched MT about her with several videos and podcastThe reform of social security is necessary but not that wayI believe she was hypocritical in doing this not being a traitor;0,01111
Bolsonaro and his team should use fakes news liars and cunning advertising so that the population believes that the reform of social security is necessary and that without it the country will breakDiaerua;0,01111
